time(d)	species	LAI	nrShoots	fAbs	assCO2(umol/m2)	biomAbove(gr/m2)	yield(gr/m2)	harvestIndex	leafArea	fieldRFR	
1	9	0.0	8.333333333333334	0.0	0.0	2.2916666666666665	0.0	NaN	0.0	1.200000000000002	
2	9	0.0	8.333333333333334	0.0	0.0	2.2856046431706547	0.0	NaN	0.0	1.200000000000002	
3	9	0.0	8.333333333333334	0.0	0.0	2.2731694085557064	0.0	NaN	0.0	1.200000000000002	
4	9	3.0605426219837957E-5	8.333333333333334	0.0	0.0	2.2543015399185897	0.0	0.0	3.672651146380555E-4	1.200000000000002	
5	9	1.297828953157536E-4	8.333333333333334	7.5115060992189455E-6	1.396223662948178	2.2281279569650154	0.0	0.0	0.0015573947437890433	1.2021056454159103	
6	9	3.3677262130495876E-4	8.333333333333334	3.752894654934374E-5	15.522827182352792	2.1982128581906077	0.0	0.0	0.004041271455659505	1.2318958021775717	
7	9	6.948501286707272E-4	8.333333333333334	9.47666108909885E-5	58.025820834505815	2.1640608981638407	0.0	0.0	0.008338201544048726	1.2045982774468014	
8	9	0.001221003197451689	8.333333333333334	2.347646625023494E-4	185.20942590493607	2.1273110926104093	0.0	0.0	0.014652038369420268	1.2175083261838178	
9	9	0.0019326423333628038	8.333333333333334	3.8108056059892487E-4	310.1156059707042	2.0872720289294855	0.0	0.0	0.023191708000353646	1.2550172186723865	
10	9	0.0028475469597507696	8.333333333333334	6.394305464865288E-4	532.6416825804305	2.0458784437096393	0.0	0.0	0.034170563517009235	1.2144897452018837	
11	9	0.003983807905817613	8.333333333333334	9.139558410851702E-4	763.5005582301889	2.0026735986511244	0.0	0.0	0.047805694869811365	1.282568202235322	
12	9	0.005359766237600285	8.333333333333334	0.001360090219915823	1124.7799991431523	1.960414096279737	0.0	0.0	0.06431719485120342	1.2693939924972357	
13	9	0.006993948489499466	8.333333333333334	0.0017533924384210188	1497.112212684703	1.9186669234028033	0.0	0.0	0.0839273818739936	1.2211256422919758	
14	9	0.008974029864892217	8.333333333333334	0.0023464710613769154	1956.916608360868	1.8772972512423545	0.0	0.0	0.1076883583787066	1.2277188674995136	
15	9	0.011514441128786503	8.333333333333334	0.0030429709064236435	2527.4175164557914	1.8336320138708666	0.0	0.0	0.13817329354543803	1.2081568783907946	
16	9	0.014655585971767466	8.333333333333334	0.0036533147658466235	3198.7744811222747	1.7890729680515243	0.0	0.0	0.1758670316612096	1.175759163398667	
17	9	0.017966530449880624	8.333333333333334	0.004546214908224419	4053.0231168011123	1.7635661622896877	0.0	0.0	0.2155983653985675	1.154531936829779	
18	9	0.02029169048557808	8.333333333333334	0.005548946108718381	4970.598567271222	1.7984018260978152	0.0	0.0	0.24350028582693695	1.1370449528218565	
19	9	0.02157410684400657	8.333333333333334	0.006071010184617838	5667.370254017728	1.8880103249497375	0.0	0.0	0.2588892821280788	1.1211695740476866	
20	9	0.022812811934287275	8.333333333333334	0.006405690970097652	5942.74215457576	1.9859626944361644	0.0	0.0	0.2737537432114473	1.08911123198179	
21	9	0.02418973389638776	8.333333333333334	0.007053217601324865	6479.232854047404	2.093214565381999	0.0	0.0	0.2902768067566531	1.083157755121006	
22	9	0.025657502846770677	8.333333333333334	0.007347718806879926	6792.337540304813	2.2055782391825947	0.0	0.0	0.3078900341612481	1.0980850445985297	
23	9	0.027343221478287525	8.333333333333334	0.008033544764916816	7640.559953089661	2.332912734560644	0.0	0.0	0.3281186577394503	1.1006630103271535	
24	9	0.02924989287656594	8.333333333333334	0.008555990398368412	8505.62841106204	2.475435121008665	0.0	0.0	0.3509987145187913	1.0744233264562388	
25	9	0.03129112754241312	8.333333333333334	0.008936245200243905	9029.13059670691	2.6267361355219596	0.0	0.0	0.37549353050895745	1.0620628425762038	
26	9	0.033450641985359346	8.333333333333334	0.009594373250928425	9478.603392375728	2.7853920986935226	0.0	0.0	0.4014077038243121	1.051696320094272	
27	9	0.03589441798385431	8.333333333333334	0.01038567127279245	10558.751527364231	2.96301420345386	0.0	0.0	0.43073301580625173	1.044844402633407	
28	9	0.038583946886581434	8.333333333333334	0.011179848720181464	11482.953947867385	3.1566004313352707	0.0	0.0	0.46300736263897724	1.0582408930889846	
29	9	0.04161752999950992	8.333333333333334	0.012433346504399199	12797.022981826432	3.373256580818536	0.0	0.0	0.49941035999411904	1.0408412931636055	
30	9	0.04508682653888052	8.333333333333334	0.013544670396951015	14468.438729257397	3.619442579518717	0.0	0.0	0.5410419184665662	1.0443189337847563	
31	9	0.04895974569467953	8.333333333333334	0.01487660189049963	16024.158644081757	3.8928338444766877	0.0	0.0	0.5875169483361543	1.0397124119611838	
32	9	0.05322847074039216	8.333333333333334	0.01611868922217914	17613.07634514238	4.193872617035363	0.0	0.0	0.6387416488847059	1.0387639338111359	
33	9	0.05787912607720669	8.333333333333334	0.018202901699807275	19257.582666369803	4.523412229069753	0.0	0.0	0.6945495129264803	1.0336403250526862	
34	9	0.06310161321156009	8.333333333333334	0.02066166044016716	21687.683441898556	4.895794210303353	0.0	0.0	0.757219358538721	1.0311848018012686	
35	9	0.0692343500506438	8.333333333333334	0.023200853152941937	25458.499582179506	5.335530704755366	0.0	0.0	0.8308122006077255	1.029691632440215	
36	9	0.07610649394347588	8.333333333333334	0.02652116146808697	28611.647267607852	5.830780271739324	0.0	0.0	0.9132779273217105	1.017928973357483	
37	9	0.08413494371443281	8.333333333333334	0.029878430343463373	33629.67601523254	6.415664013428127	0.0	0.0	1.0096193245731937	1.0327098224908915	
38	9	0.0932130085335095	8.333333333333334	0.03382677464353607	38359.65537706587	7.08429287206429	0.0	0.0	1.118556102402114	1.0217968280784984	
39	9	0.10356791712106013	8.333333333333334	0.03870088727462971	44072.680687477194	7.854310071333753	0.0	0.0	1.2428150054527216	1.0131971039592933	
40	9	0.11517655686609139	8.333333333333334	0.043490279892404345	49777.73557283113	8.724929537759673	0.0	0.0	1.3821186823930967	1.0124334519395985	
41	9	0.12761341186043088	8.333333333333334	0.04912904545543405	54048.91680972918	9.669013469766186	0.0	0.0	1.5313609423251706	1.0105783980287841	
42	9	0.1418526312165186	8.333333333333334	0.05517535166198811	62458.59178788585	10.762595787232295	0.0	0.0	1.702231574598223	1.0058144148118493	
43	9	0.1575626164194448	8.333333333333334	0.06255281159695747	69621.07347144517	11.981681280033627	0.0	0.0	1.8907513970333376	1.001419265727844	
44	9	0.17568656259712456	8.333333333333334	0.06957800554854712	80880.16997002783	13.401201925729405	0.0	0.0	2.1082387511654948	0.9894053848239107	
45	9	0.19572518810855657	8.333333333333334	0.07798671246612258	90463.86006172285	14.988926435750194	0.0	0.0	2.348702257302679	0.978134328009784	
46	9	0.21761894440188753	8.333333333333334	0.08668204402439707	100005.8467052438	16.743024270874034	0.0	0.0	2.6114273328226503	0.9623112191408255	
47	9	0.2415925409978539	8.333333333333334	0.09559755714790777	110660.8875268902	18.683021195192083	0.0	0.0	2.899110491974247	0.9563218871073554	
48	9	0.26883253919830846	8.333333333333334	0.10635761397374943	126709.24490491416	20.907437186333784	0.0	0.0	3.2259904703797018	0.9463561086996853	
49	9	0.2985152023417497	8.333333333333334	0.11668044814938856	139572.464423751	23.35560567896137	0.0	0.0	3.5821824281009964	0.939628838507967	
50	9	0.3309140908677084	8.333333333333334	0.1293360906416031	154023.06547436767	26.055458510025236	0.0	0.0	3.970969090412501	0.9283151283837425	
51	9	0.36719834400451284	8.333333333333334	0.1420209287311428	174005.89593125015	29.10766890298449	0.0	0.0	4.406380128054154	0.9228157511382094	
52	9	0.40662379124726145	8.333333333333334	0.15546326375543926	191029.04919656343	32.455309740054794	0.0	0.0	4.879485494967137	0.9141952539982409	
53	9	0.45003429753057206	8.333333333333334	0.16967625027473965	212508.10579293	36.17888361779013	0.0	0.0	5.400411570366865	0.903850183990464	
54	9	0.4989167003980977	8.333333333333334	0.186007274470876	241296.43947483922	40.41112829753885	0.0	0.0	5.987000404777173	0.897709188321926	
55	9	0.5529557674901476	8.333333333333334	0.20374936816992406	269111.508309385	45.130849131156715	0.0	0.0	6.635469209881771	0.8767558935488745	
56	9	0.6108534102650912	8.333333333333334	0.2222621942233053	291571.6466980188	50.235993413525954	0.0	0.0	7.330240923181095	0.864108857255968	
57	9	0.6726591015613895	8.333333333333334	0.24232409344006514	314684.1437643845	55.73619130519035	0.0	0.0	8.071909218736675	0.8534554015945371	
58	9	0.7378808480386793	8.333333333333334	0.26264856869423464	335742.0906736635	61.59097725239781	0.0	0.0	8.85457017646415	0.8423853030205709	
59	9	0.8089072107689786	8.333333333333334	0.284812817439381	369146.9677834618	68.02634047761074	0.0	0.0	9.706886529227743	0.8228957122963685	
60	9	0.8858728326267421	8.333333333333334	0.30633238805991636	403881.4571337783	75.063200162554	0.0	0.0	10.630473991520905	0.8121407256324166	
61	9	0.967302659380616	8.333333333333334	0.33122760816595526	438824.2913396747	82.62269358798571	0.0	0.0	11.607631912567392	0.7969352263676328	
62	9	1.059736867799815	8.333333333333334	0.3544407323504244	493387.44383417914	91.22204280770114	0.0	0.0	12.71684241359778	0.7776967256391635	
63	9	1.1582221120006586	8.333333333333334	0.3787216429255055	531274.3024041193	100.46752439851088	0.0	0.0	13.898665344007904	0.7640954794287057	
64	9	1.2605553111327767	8.333333333333334	0.40515114174185035	558534.0533403729	110.15863414355432	0.0	0.0	15.12666373359332	0.7453916322177057	
65	9	1.3741539293208067	8.333333333333334	0.43157634091140307	632640.8671897146	121.09156656646843	0.0	0.0	16.48984715184968	0.7288774311349776	
66	9	1.4918728946346478	8.333333333333334	0.45840561260647306	665901.8898130389	132.55712035919896	0.0	0.0	17.902474735615773	0.7093777842341402	
67	9	1.6055728261710236	8.333333333333334	0.485593791349858	687747.3901668007	144.32629310772924	0.6126440524080391	0.00463939686808128	19.266873914052283	0.6894177848098123	
68	9	1.715523672944773	8.333333333333334	0.5094516945901272	711263.7138210192	156.47800918467306	1.9175544273307767	0.013364037741687658	20.586284075337275	0.671443428132574	
69	9	1.8038745291602911	8.333333333333334	0.5312417063508513	730999.6646088291	167.92241534313834	3.8371413721499175	0.024875691379505238	21.646494349923493	0.6559627052257023	
70	9	1.8969871631175943	8.333333333333334	0.551233300080827	762854.3060493418	180.2800596489965	6.357858391285698	0.0383160171130792	22.76384595741113	0.6462770059472104	
71	9	1.9934630570674594	8.333333333333334	0.5700989252861474	807291.6377130538	193.59130411782766	9.50068335696447	0.053209896747309346	23.921556684809513	0.6322487922878026	
72	9	2.090898944736574	8.333333333333334	0.58801333884911	842106.4668749814	207.6094564399386	13.215501669424425	0.06887608999953095	25.09078733683889	0.6194599585564181	
73	9	2.1752390694886965	8.333333333333334	0.6038138252589563	875333.0514240549	221.50686431872364	17.48828854407479	0.0852819489395916	26.10286883386436	0.6092213902865269	
74	9	2.272510862866182	8.333333333333334	0.619036046899943	902007.6286059435	236.69834639927907	22.27528753504672	0.10145895767270877	27.270130354394183	0.5946357651113113	
75	9	2.3604432433508715	8.333333333333334	0.6327950233909047	932094.2661105101	251.93202877770372	27.59235266114848	0.11788087184261684	28.325318920210456	0.5859673522399949	
76	9	2.4397893504229984	8.333333333333334	0.6460853881372394	961240.6327192611	267.2330763366935	33.427752877958454	0.13444062568783774	29.27747220507598	0.5739937183590639	
77	9	2.5240807612787397	8.333333333333334	0.6585462391602364	997337.5760720699	283.46035797976515	39.82566887918261	0.15078689175351612	30.288969135344875	0.5672093079643992	
78	9	2.58728592295784	8.333333333333334	0.6678414606222423	1030397.333646214	299.0867009076338	46.77055393365489	0.16766617762846273	31.04743107549408	0.5559905630670967	
79	9	2.649480168996004	8.333333333333334	0.6769935505318379	1046575.55347468	315.0350438532617	54.13925011393772	0.18408868318540655	31.793762027952045	0.5512456198762555	
80	9	2.698870741220164	8.333333333333334	0.6847778829870786	1077147.0306685588	330.8279535040048	62.03643253735276	0.20075325769519106	32.386448894641966	0.5444683623243998	
81	9	2.7494465826893655	8.333333333333334	0.6922388538367829	1090211.8083989774	347.03153563146293	70.33730851703649	0.21686742629788208	32.993358992272384	0.5405784197495671	
82	9	2.789776521631074	8.333333333333334	0.6989356289918273	1105647.8822622357	363.0050964867887	79.05592016099719	0.23293687074704314	33.47731825957289	0.5353149647119543	
83	9	2.843425902092782	8.333333333333334	0.7059032571576118	1127371.2849593053	380.21967445493766	88.25282795677873	0.2481652011727758	34.121110825113384	0.5303725964564596	
84	9	2.8788926584649737	8.333333333333334	0.7107276347192132	1144692.9676314562	396.7898097229513	97.87221029254006	0.2637247193601257	34.546711901579684	0.5228357667271454	
85	9	2.9321724228278687	8.333333333333334	0.7163242826183934	1150557.6126268054	414.6145537621019	107.8301264932528	0.27803929969033236	35.186069073934426	0.5208058803729646	
86	9	2.9333263960310734	8.333333333333334	0.7178008533699107	1159792.1925985122	429.7080662795034	118.15578691271081	0.2941200354728639	35.19991675237288	0.5162367113605639	
87	9	2.922193788164249	8.333333333333334	0.7192758128216997	1139047.661786448	443.89643472027024	128.56820457756825	0.3099749802564761	35.06632545797099	0.5153440483147886	
88	9	2.9129920872587607	8.333333333333334	0.7197041529532108	1167460.1471976081	458.8321760898436	139.49716038704793	0.32566677496355	34.95590504710513	0.5154208282444181	
89	9	2.913360145901727	8.333333333333334	0.7200525515701258	1159642.1365179736	474.3298889635291	150.6235483585305	0.3404115960759261	34.960321750820725	0.5134849034904687	
90	9	2.9158694062503483	8.333333333333334	0.7217241669735807	1146268.7442043035	489.8422962188947	161.8737185686399	0.35447490450504987	34.99043287500418	0.5121277986288988	
91	9	2.9234033077791057	8.333333333333334	0.7235994397815239	1168241.0857312873	506.17485671363823	173.57877713793732	0.3681713014388533	35.08083969334927	0.5108871734225974	
92	9	2.9049304505155518	8.333333333333334	0.7226998060860376	1186119.6544864133	521.4473099362934	185.66542281841882	0.38280329690104165	34.85916540618662	0.509579917727599	
93	9	2.905009698810387	8.333333333333334	0.7232619434485554	1159466.495309929	537.4186244526425	197.7451179196896	0.3959480584682353	34.860116385724645	0.5110023137705418	
94	9	2.88386074712082	8.333333333333334	0.7219187761945327	1159282.6292341237	552.2681988435892	210.04441686789997	0.40971662532610564	34.60632896544984	0.5101982935364568	
95	9	2.861790132763088	8.333333333333334	0.7202779563623941	1166358.8851086525	567.3047580513653	222.62442641836913	0.4232574606755291	34.341481593157056	0.5108550808309287	
96	9	2.85398883576911	8.333333333333334	0.7206083574499199	1149062.0146640106	582.9551513445417	235.25194814361785	0.43566370530052856	34.24786602922932	0.5102813557202733	
97	9	2.829142130580839	8.333333333333334	0.7202136759523214	1114318.7701650176	597.0545891668904	247.71172214214482	0.44823699260738353	33.94970556697007	0.5096836170571674	
98	9	2.806583706866146	8.333333333333334	0.7196224547375949	1117512.3785052912	611.4550175245125	260.3795844308084	0.46045464979307377	33.67900448239375	0.510227134121651	
99	9	2.7910993153021337	8.333333333333334	0.7188366089683879	1108900.394925369	626.1938232309959	273.13325893953566	0.4720003748499463	33.493191783625605	0.5123339275016704	
100	9	2.7816812216380913	8.333333333333334	0.7192159376593342	1113803.728243098	641.4404839490753	286.1121760375569	0.4830439314162423	33.380174659657094	0.5102859854666367	
101	9	2.7767732252127257	8.333333333333334	0.7184201016823376	1103481.466914557	656.825695403615	299.13574117188784	0.4935376547464603	33.32127870255271	0.5112361290004374	
102	9	2.7490530759891176	8.333333333333334	0.7167049650235728	1097867.0129366447	670.8248851467525	312.23457902618844	0.5048039253238819	32.98863691186941	0.5119442529670044	
103	9	2.7273070664097427	8.333333333333334	0.7153355667956258	1081730.4332163667	684.9081615696706	325.2745596244113	0.5154089080940977	32.72768479691691	0.515246885634542	
104	9	2.720427704811119	8.333333333333334	0.7149669386467523	1078000.422630786	699.8138119578299	338.3843235480844	0.5250413253436609	32.64513245773343	0.5152519241012137	
105	9	2.688760732234458	8.333333333333334	0.7126930333870937	1077408.8734258057	713.2892730506169	351.58169800074137	0.535595837983465	32.2651287868135	0.5173934870290428	
106	9	2.6738618175866296	8.333333333333334	0.7113396998402515	1053511.9008727858	727.2914311381032	364.5806536723109	0.5449436909801062	32.08634181103955	0.517182674465808	
107	9	2.6562984976907815	8.333333333333334	0.7104742166677647	1015639.4751536747	740.3774286992634	377.18374103421337	0.5538990915180979	31.87558197228938	0.51868619544743	
108	9	2.6404811817801495	8.333333333333334	0.708610681876213	1020845.4114671632	753.6657016984641	389.91079804311585	0.5626073316764038	31.685774181361793	0.5210442737557524	
109	9	2.6347019428457163	8.333333333333334	0.708382164314832	1016618.2196432358	767.4375841018209	402.6426956834503	0.5706162145686813	31.616423314148594	0.5203713949370222	
110	9	2.6293718419367162	8.333333333333334	0.7074517065923115	1035358.7376289614	781.5780554984244	415.60950555217056	0.5785062645536269	31.552462103240593	0.5211801112207838	
111	9	2.62681011956152	8.333333333333334	0.7074552747563567	1031255.2490281401	795.7403688257041	428.52336422653593	0.5860076162039868	31.521721434738243	0.5214873121314828	
112	9	2.62681011956152	8.333333333333334	0.7079312633671453	1016016.6171859183	809.6547251383298	441.20463747722437	0.5930353665683155	31.521721434738243	0.5217891191376913	
113	9	2.619999923032586	8.333333333333334	0.7071930665501339	1004093.4521088762	822.8425950871559	453.67607846146166	0.6000536715823324	31.43999907639103	0.5216574704065796	
