Only the relevant sensitivity measure data (i.e. for first average outputs)

Yield mu*				Yield chi	|	Biom peak mu*			Biom peak chi	|	LAI peak mu*		LAI peak chi
 21.5326162287194	  5.5902286738655	 41.1210259574762     11.1140591376015		0.188150606403030	0.048817918667131
 80.0377082838188	 34.4782614061015	104.4930238437406     59.3373313720784      0.940240040916557   0.126027107889160
281.2844965587739	301.0519182639806	207.1709322318301    164.6474861369755      0.983074945795594   0.846274054456489
 35.5690749344539	 25.0342696663091	 35.7804959313748     23.2877234156125      0.269528885740054   0.228320037980100
143.2956394585721	106.4713620267680	156.4071411197971     60.8421839487935      0.728558300967872   0.600758199267370
124.7009741173419	124.7432916061125	 94.8245465918346     79.4261770268781      0.340612501402369   0.158720720717918
 64.8994117894081	 49.7751321674248	 66.5252313543052     42.3002187503213      0.336430901248867   0.167303127736581
 71.9896108537909	 37.9113611139631	115.4439079836937     64.4568274377175      0.605263120029091   0.552230032793439
 51.7482448303412	 29.1616856664749	 94.8846710758857     32.3234460575766      0.622195893666465   0.210113057791831
 72.0368083301401	 61.6777431805269	 69.1174614624408     38.2929110878671      0.240173214029938   0.160695897974164
 45.8272349686534	 19.6020477062126	102.0629487169478     25.4415747408662      0.291448988598214   0.137051104169944
 68.9289427679735	 55.8459686479054	 87.8109656603811     71.9897784078066      0.419280939046126   0.320780494580405
 63.9385564987611	 48.0240779298356	105.4615399548033     81.5667805675912      0.313608974292241   0.166581644661990
398.1694904705885	350.0308845338474	651.1813799080642    580.3417316976654      1.570796067892453   1.072822505148560
229.2867659937027	157.2077966514322	361.6080652108863    245.8956911287866      1.994355080483930   1.826420794250478
 57.1425248933522	 12.9142296570224	100.4663319157232     19.3354345318998      0.288365886054149   0.079407993846644
 52.0587282053785	 13.8224456090099	 66.2139751463150     22.1079539108485      0.296849141134356   0.079096043667835
 23.4162839662023	 13.4815767082892	 43.2184699735386     18.0864867725981      0.224421928705014   0.070190284753801
 44.2538237233122	 17.0206683197603	 59.2119212792441     16.1645408422090      0.223485842069241   0.042453170617763
 47.9065457219184	 26.2764548150345	 89.6258204471215     29.0926998787876      0.423923993659070   0.170636066191083
 47.6453380447333	 34.3580657614028	 76.7964570098471     47.4700187830832      0.599940262858570   0.408145904043990
 53.7102042717053	 34.1485036204078	 77.1990541161552     40.4769004960051      0.635403571170785   0.435442751758733
 51.9527448811372	 17.6559645781676	 67.9172313466415     20.8551478197887      0.267055651559683   0.066074137688354
 60.0567205405119	 14.9102326111924	 56.3027611201293     18.2997470838099      0.263306321195825   0.086086942010410
 13.4789498691997	  7.2050048848402	 18.7458502579354     10.2988898191281      0.130868800211134   0.043369146685917
 91.9050799801682	 24.6310182178378	145.5134505496682     30.2655599306703      0.588225976353388   0.149239979366542
 10.1680088608115	  8.5110478567589	 13.7289319267848      9.7143560713859      0.073247563165360   0.044327410011303
 38.9259238705455	 21.6451726407276	 86.1826184747074     26.8656966814466      0.633285745885946   0.096875613068453
 79.1451469254313	 13.4827307955673	127.4639620021610     30.0840468514001      0.567834520615757   0.065255653555273
322.7925674598072	 59.6658531280758	449.5081510256062     74.2742990733882      1.225349980057163   0.138443209960749
376.9996173913191	401.5178198584865	551.6993314065725    400.8240474303710      2.446578549172067   0.586128493860087
127.5220843838730	 62.2290043106189	408.9672319858487    171.2444843727566      3.208050385445408   1.147432420088874
 45.7978801190966	 18.0588794824007	109.3870801976700     18.2092453247737      0.757880072763633   0.048701121423194
 36.8196303177623	 15.2770484261610	 86.9174551807260     15.2727427334477      0.642078666239743   0.054738281610782
142.6825549386157	 39.7711800676146	255.0925045626863     65.4655885196090      0.976916834256280   0.135954507851055
277.8562243090706	 85.8352779367869	463.1225798102274     98.8110657724321      1.000116080117051   0.205198272546868
 48.4519980950807	 32.7838539399091	 71.1480370430689     45.6308808180176      0.353966894768790   0.091685165900011
128.9946776382251	 64.5178559541212	165.6498385978981    110.3963142671391      0.428986359814295   0.169313479586032
 29.5949513892271	  9.9296224446786	 38.0947107713954     14.8081256215661      0.263362263013369   0.067950591247441
 32.3245981682566	 13.4882349279829	 35.8542914176770     19.8234102298047      0.146133148257669   0.065676012713927
 90.0189832256431	 54.4888783681333	 88.1293374514872     73.5237267049134      0.353895145849048   0.194286996500325
 26.2034746959500	 13.5167593841234	 42.6963308209737     13.2305264466780      0.165573457416410   0.023925754004579
 30.1698845976942	 17.7877533225983	 36.4616177910859     18.2049679527418      0.148625512225434   0.083398771601445
 30.2412485522066	 15.0247745191304	 40.0346625047404     16.0338809236667      0.210935620933687   0.083485582620696
 24.2617608298397	 12.5583949249370	 31.5937343713746     14.0664016876987      0.133508299627983   0.077614791883936
117.8742631543672	106.8759448323728	165.9777886525108    145.4694579860088      0.396264222458723   0.356517961917790
284.3130146532800	202.3550248731403	409.7888652593223    292.4415870410272      0.777947047365505   0.684787445129798
 46.3548214202619	  9.0900197390723	 60.8771426563801     12.4742636613667      0.174353449099430   0.046013645995500
 77.9195442295975	 56.9527814655832	105.3732818021844     91.5704359325122      0.250426013750813   0.145648358063744
243.5730171892830	222.5157876915380	379.4566614224699    368.9363758092823      0.817587143623980   0.639081823723938
290.5809105989032	268.0946183465576	307.6143835880422    311.0151939913374      0.392421399529890   0.279461302530006
354.2442776166203	117.3828075644623	529.6573787881647    119.2799652255366      1.777725400783220   0.233705481520075
							
Yield std 		|	Biom peak std		|	LAI peak std (of non-abs effects, without outliers)
  2.43535298961574	  2.6384497104416      0.088669620311464
199.11870184194595	305.7107510021745      3.890656840227483
149.60677742502372	 98.0072801138517      0.491372670446467
 29.64343171652072	 34.0208501286037      0.231821308891005
101.32195256563286	140.0373787561255      0.501661869087725
 90.46236683717329	123.2028160828199      0.512693889339247
 65.46320116620157	 71.1691045808921      0.493453135247626
 79.78221797344725	109.3406038238363      0.430529511671746
 64.33305552140824	211.3647164126321      2.232094825737530
 70.23288012966817	 73.5628435760999      0.176475479537068
 48.15075447989803	 92.5522945411839      0.312997763292902
 51.59986489259686	 61.0158227576015      0.301664933694620
 74.78033824337587	113.4323435469145      0.305040536611692
338.20580338931461	508.3429832798607      1.055791668353736
215.00436634973588	321.5590595776816      1.590188515143213
 65.50583986810470	162.4953263338392      0.607199459962187
 11.01861008730817	 17.3972289349131      0.046689497541621
 13.05638116749317	 48.2458271343122      0.227922323591220
112.04778119321752	141.7784878648791      0.370524541836084
 24.84786295814043	 30.4722798991420      0.225589390474269
 78.24075009876796	122.0295769749613      0.566359141641312
 56.56651934992160	 78.7095484294054      0.490058676180616
 71.41589436354127	 73.1873736340600      0.510953602062396
153.18357052271492	 56.2261731574289      0.248266642988265
 16.03016887188661	 18.5046220356185      0.066585489273835
231.82731384780115	370.9917979969127      0.724817283720986
  6.86588737551870	  8.4691421222543      0.044603825958534
 53.74215683115861	 85.6122042425336      0.231067842094992
104.31744556697674	120.8737994102539      0.345069285033359
400.65506333260674	382.8755979725505      0.563646092168212
235.55682895011060	242.6484468749362      0.364747683165769
383.09241463476303	593.3835934807698     13.527831514408986
116.54254379397629	491.8883840419920      4.089192179910133
 84.66549094866100	284.2587488162296      2.559565141096197
 55.45207413682010	206.1134052243650      1.873068303709904
345.28039918875004	639.7592389177369      1.634974240829553
 46.99637236054818	130.0852440196317      1.044429488353180
217.69956836443379	252.9991100522458      0.983066301892884
 32.30704381390824	 91.0011079294270      0.883273949116927
 52.28610356038952	 42.5780103374579      0.176236775086594
212.76296523863604	 65.9886747824587      0.862040032575087
 15.33898677044531	 14.6406101463227      0.049333736628386
 23.95607123573074	 34.1042197742123      0.092505545432841
 22.71612855647920	 27.8769154321721      0.183012912256465
 56.91016346666662	 58.2532147689187      0.109846131392313
 82.89398351522300	101.7633971014816      0.269950916674109
130.34127065650020	184.3421490166858      0.458463644057196
 53.94110641633037	 22.9278784482465      0.194397890903376
 62.18885877668052	 79.7779293451053      0.242279727554100
164.50959819631731	239.3331624660957      0.512460259908462
152.40566057730513	169.0161317606007      0.407163540356692
 55.03195720172803	 51.7541616156352      0.141341820302329

Yield S_chi		|	Biom peak S_chi		|	LAI peak S_chi
0.0015674766005426	0.0025080309295198     0.0034823509064835
0.0096675594388675	0.0133902348830273     0.0089899492928363
0.0844136912740922	0.0371548308846175     0.0603676539502752
0.0070195038884661	0.0052551754387249     0.0162868576321277
0.0298541219583885	0.0137298242949641     0.0428541592291338
0.0349774941374699	0.0179235422567598     0.0113220977206860
0.0139567376422555	0.0095455904667928     0.0119343104834840
0.0106301861529696	0.0145455152641382     0.0393924773482908
0.0081768139697533	0.0072942029061907     0.0149880907921224
0.0172941796928144	0.0086412897574747     0.0114629939427403
0.0054963317056872	0.0057412197969961     0.0097763290584961
0.0156589746497255	0.0162454229027093     0.0228823816455827
0.0134657494011959	0.0184065970814174     0.0118828446015413
0.0981471873483585	0.1309616041059642     0.0765281381366104
0.0440804047651937	0.0554895372744744     0.1302849093556470
0.0036210956621599	0.0043632904271351     0.0056644467216929
0.0038757555939862	0.0049889452188728     0.0056421942369985
0.0037801773883521	0.0040814492410391     0.0050069156656469
0.0047725237862896	0.0036477373290724     0.0030283314246128
0.0073678073779586	0.0065651433212532     0.0121720605057131
0.0096338570857896	0.0107122225875211     0.0291144583327369
0.0095750967431394	0.0091341351632384     0.0310616368478992
0.0049506581842832	0.0047062333504036     0.0047132966655762
0.0041807664927830	0.0041295741835049     0.0061408791839418
0.0020202530562981	0.0023240774487785     0.0030936711641663
0.0069064338789030	0.0068298143338599     0.0106458036643127
0.0023864620107469	0.0021921698621322     0.0031620273999690
0.0060692153413440	0.0060625912986376     0.0069104723879229
0.0037805009895693	0.0067888535641460     0.0046549113627899
0.0167300541866746	0.0167609544845975     0.0098756327771898
0.1125839073938764	0.0904511210354815     0.0418105717662185
0.0174487509943870	0.0386435287053219     0.0818503213025223
0.0050636338282579	0.0041091512931793     0.0034740193552949
0.0042836201040065	0.0034464915725068     0.0039046708624839
0.0111516715628104	0.0147731552256101     0.0096981050520372
0.0240678508011644	0.0222979926656715     0.0146375021697425
0.0091924547141792	0.0102971973619999     0.0065402198475530
0.0180905353654049	0.0249123535567877     0.0120777158308734
0.0027842243568713	0.0033416447228944     0.0048471505850154
0.0037820443251412	0.0044734084432485     0.0046848970347962
0.0152784522449246	0.0165915781395852     0.0138591631280750
0.0037900424626329	0.0029856391019042     0.0017067067466407
0.0049876111937506	0.0041081860489585     0.0059491226954222
0.0042128835618599	0.0036182522316030     0.0059553152255389
0.0035213211003764	0.0031742651413867     0.0055365314264316
0.0299675652748905	0.0328270612394934     0.0254316587384130
0.0567394976119182	0.0659932196055460     0.0488482558331984
0.0025488032906557	0.0028149786408681     0.0032823124421920
0.0159693203071405	0.0206640510640577     0.0103896009002246
0.0623924906843959	0.0832552562568349     0.0455879158498543
0.0751726030375524	0.0701845938035220     0.0199349408324463
